0.001,0.001,0.002,0.003,0.004,0.004,0.006,0.007,0.007,0.008,-0.4108404067270288,-0.4437239669704204,-0.4437239669704204,-0.505075095154008,-0.6121742080855737,-0.7012853888454252,-0.7210587284645358,-0.7398987259425419,-0.7911233440508878,-0.8065284500144518
0.001,0.002,0.003,0.004,0.004,0.006,0.007,0.007,0.008,0.009,-0.8065284500144518,-0.8065284500144518,-0.8349949742198838,-0.8349949742198838,-0.8349949742198838,-0.8481070662431106,-0.8605042815236453,-0.8722102254477407,-0.8936397528071272,-0.8936397528071272
0.002,0.003,0.004,0.004,0.006,0.007,0.007,0.008,0.009,0.01,-0.8936397528071272,-0.9291796657512645,-0.9500790906012404,-0.9500790906012404,-0.9560532176914308,-0.9560532176914308,-0.966623687548297,-0.9754749231109331,-0.9792985795134308,-0.9792985795134308
0.003,0.004,0.004,0.006,0.007,0.007,0.008,0.009,0.01,0.01,-0.982742982328585,-0.9858242133700308,-0.9885579924501812,-0.9948264649118664,-0.9948264649118664,-0.9948264649118664,-0.9948264649118664,-0.9963205242127116,-0.9992119265681354,-0.9999459095861086
0.004,0.004,0.006,0.007,0.007,0.008,0.009,0.01,0.01,0.012,-0.9999926787167591,-0.9999926787167591,-0.9998420313530876,-0.9998420313530876,-0.9995056144813924,-0.9995056144813924,-0.9983204777350164,-0.9983204777350164,-0.9974934803459053,-0.9954226321444406
0.004,0.006,0.007,0.007,0.008,0.009,0.01,0.01,0.012,0.016,-0.9954226321444406,-0.9954226321444406,-0.9928618101459691,-0.9898859000340859,-0.9898859000340859,-0.9882644321704708,-0.9882644321704708,-0.9882644321704708,-0.9865652052819662,-0.9865652052819662
0.006,0.007,0.007,0.008,0.009,0.01,0.01,0.012,0.016,0.02,-0.9865652052819662,-0.9847963130040629,-0.9847963130040629,-0.9829655792348568,-0.9810805623872286,-0.9810805623872286,-0.9791485596634976,-0.9751715051052442,-0.9751715051052442,-0.9710877322908491
0.007,0.007,0.008,0.009,0.01,0.01,0.012,0.016,0.02,0.021,-0.9690214167529011,-0.9690214167529011,-0.9669466539595167,-0.9648690330694973,-0.9648690330694973,-0.9627939163872902,-0.9586715359895641,-0.9566339006040359,-0.9546180344039491,-0.9506685715120032
0.007,0.008,0.009,0.01,0.01,0.012,0.016,0.02,0.021,0.022,-0.9432063724398858,-0.9414520074484897,-0.9414520074484897,-0.9397483063074151,-0.9397483063074151,-0.9397483063074151,-0.9380980538813445,-0.9334932882366347,-0.9334932882366347,-0.932081304800697
0.008,0.009,0.01,0.01,0.012,0.016,0.02,0.021,0.022,0.025,-0.932081304800697,-0.9294537641477568,-0.9282416730902487,-0.9270994303878511,-0.9270994303878511,-0.9260284008867067,-0.9250298076403939,-0.9232541308124519,-0.9224788106185783,-0.9224788106185783
