0.025,1.0778841508846315
0.04,1.1274968515793757
0.072,1.2411023790006717
0.198,1.8112188202285726
0.205,1.849656599558327
0.228,1.9817890552569946
0.229,1.9877433493982575
0.234,2.017784243077179
0.286,2.358439095490464
0.313,2.5574227164750947
0.337,2.748347989290156
0.359,2.935858750229181
0.409,3.410981227829724
0.472,4.120605011368718
0.482,4.246096116596478
0.676,7.59887340408809
0.792,10.76176957656131
0.815,11.530549598838848
0.837,12.317241145087287
0.841,12.465938438223914
0.88,14.013203607733614
0.886,14.267725094006249
0.893,14.570515492701318
0.941,16.827256795536798
0.991,19.55048315623685
